00,08,30,01,07,204
02,35,55,01,07,9
02,38,05,01,07,60
02,47,40,01,07,54
04,18,45,01,07,60
05,53,09,01,07,54
07,03,16,01,07,233
07,03,39,01,07,54
07,13,39,01,07,60
07,30,27,01,07,246
07,33,51,01,07,54
07,55,04,01,07,54
08,13,30,01,07,60
08,43,31,01,07,56
08,44,36,01,07,56
09,24,40,01,07,60
09,26,54,01,07,7
10,22,07,01,07,60
10,32,16,01,07,233
15,23,24,01,07,233
15,23,57,01,07,60
15,59,01,01,07,233
16,19,12,01,07,7
17,00,14,01,07,233
17,00,35,01,07,233
17,35,58,01,07,233
19,46,36,01,07,60
20,15,57,01,07,233
20,52,08,01,07,246
20,56,06,01,07,233
21,32,00,01,07,233
23,59,58,01,07,233
146
00,00,00,02,07,233
00,00,37,02,07,60
00,18,25,02,07,233
00,59,55,02,07,233
02,12,02,02,07,54
02,13,54,02,07,54
04,18,07,02,07,50
04,18,17,02,07,60
04,52,28,02,07,54
04,54,20,02,07,54
12,04,34,02,07,60
12,11,57,02,07,56
12,18,01,02,07,9
12,48,32,02,07,54
14,34,20,02,07,60
14,48,18,02,07,54
15,32,05,02,07,54
16,08,26,02,07,54
16,31,55,02,07,55
16,43,06,02,07,233
17,13,54,02,07,60
19,10,29,02,07,60
19,29,55,02,07,54
20,22,02,02,07,54
21,01,19,02,07,54
21,48,59,02,07,60
22,02,10,02,07,246
22,39,44,02,07,233
95
00,00,00,03,07,233
00,40,54,03,07,7
00,40,56,03,07,2
00,40,58,03,07,20
00,54,22,03,07,2
00,54,44,03,07,7
00,54,45,03,07,2
00,54,47,03,07,20
00,59,04,03,07,25
01,01,45,03,07,2
01,02,11,03,07,233
01,02,32,03,07,246
01,02,55,03,07,2
01,02,57,03,07,20
01,03,51,03,07,25
01,04,27,03,07,20
01,04,29,03,07,23
01,04,35,03,07,20
01,04,37,03,07,22
01,04,39,03,07,20
01,04,40,03,07,25
01,08,38,03,07,2
01,08,39,03,07,20
01,08,44,03,07,2
01,08,44,03,07,14
01,08,48,03,07,2
01,08,51,03,07,14
01,09,00,03,07,2
01,09,03,03,07,2
01,09,03,03,07,14
01,10,12,03,07,2
01,10,14,03,07,2
01,10,51,03,07,7
01,11,06,03,07,237
01,11,10,03,07,51
01,11,32,03,07,7
01,11,40,03,07,222
01,11,42,03,07,7
01,13,13,03,07,7
01,14,06,03,07,7
01,16,31,03,07,7
02,06,37,03,07,233
03,19,07,03,07,60
03,55,07,03,07,60
04,00,51,03,07,55
04,02,37,03,07,233
04,58,22,03,07,56
05,51,49,03,07,7
103
01,12,01,04,07,0
01,12,09,04,07,0
01,20,11,04,07,2
01,20,37,04,07,232
01,22,47,04,07,7
01,23,35,04,07,7
03,18,39,04,07,60
03,36,17,04,07,233
04,38,20,04,07,60
05,27,03,04,07,54
07,38,20,04,07,60
08,54,52,04,07,60
08,58,08,04,07,54
08,58,28,04,07,55
09,17,24,04,07,9
09,49,45,04,07,54
10,29,55,04,07,246
10,44,19,04,07,54
10,51,03,04,07,233
11,20,32,04,07,60
11,28,32,04,07,233
11,49,50,04,07,54
12,27,32,04,07,54
13,13,30,04,07,60
13,15,18,04,07,233
13,27,34,04,07,54
13,45,18,04,07,60
16,04,53,04,07,60
16,30,05,04,07,60
17,17,45,04,07,9
17,35,38,04,07,60
17,40,37,04,07,54
18,25,39,04,07,56
18,41,14,04,07,54
20,24,39,04,07,60
21,14,50,04,07,204
21,27,04,04,07,54
22,20,23,04,07,54
131
00,00,00,05,07,54
00,14,05,05,07,50
00,14,27,05,07,60
01,35,22,05,07,9
01,49,35,05,07,233
03,35,10,05,07,233
03,35,35,05,07,60
04,20,15,05,07,60
07,17,15,05,07,60
07,27,04,05,07,233
08,53,37,05,07,54
09,37,44,05,07,54
10,09,54,05,07,60
10,34,41,05,07,56
10,45,11,05,07,233
11,04,52,05,07,54
12,28,52,05,07,233
12,30,00,05,07,60
13,24,31,05,07,7
13,34,15,05,07,233
14,17,26,05,07,54
14,31,51,05,07,233
15,20,57,05,07,233
15,35,00,05,07,57
15,40,48,05,07,57
16,25,24,05,07,233
17,09,40,05,07,54
17,11,57,05,07,54
18,13,08,05,07,2
18,13,09,05,07,20
18,13,10,05,07,27
18,19,24,05,07,2
18,19,48,05,07,235
18,23,31,05,07,2
18,25,25,05,07,7
18,31,34,05,07,7
20,07,55,05,07,7
20,24,09,05,07,233
165
22,31,11,06,07,50
2
00,00,00,07,07,50
11,49,38,07,07,233
11,50,23,07,07,60
12,36,01,07,07,233
13,54,00,07,07,233
14,14,41,07,07,233
14,20,50,07,07,233
14,32,39,07,07,233
15,22,30,07,07,233
16,19,37,07,07,233
17,00,49,07,07,233
17,46,28,07,07,233
19,07,42,07,07,233
19,08,40,07,07,60
19,17,00,07,07,56
19,51,53,07,07,233
20,19,57,07,07,60
20,54,25,07,07,233
21,36,01,07,07,233
22,14,23,07,07,233
22,50,03,07,07,233
23,09,29,07,07,233
23,09,56,07,07,60
116
01,40,29,08,07,246
02,50,53,08,07,60
03,59,15,08,07,54
04,34,05,08,07,233
04,50,08,08,07,56
04,59,34,08,07,233
05,37,19,08,07,233
07,23,12,08,07,54
08,30,46,08,07,60
09,43,36,08,07,9
10,26,04,08,07,54
10,29,25,08,07,54
10,48,26,08,07,0
10,48,31,08,07,0
10,48,58,08,07,2
10,49,37,08,07,20
11,17,41,08,07,2
11,23,40,08,07,7
13,38,39,08,07,60
15,10,25,08,07,60
15,41,17,08,07,233
17,13,15,08,07,246
17,15,44,08,07,233
18,41,03,08,07,9
18,56,51,08,07,60
20,12,33,08,07,233
21,12,28,08,07,54
21,31,41,08,07,60
22,12,24,08,07,54
138
00,00,00,09,07,54
08,50,43,09,07,9
08,50,44,09,07,2
08,50,45,09,07,20
08,50,49,09,07,50
08,51,24,09,07,20
08,51,26,09,07,2
08,51,26,09,07,20
08,51,29,09,07,50
