00,00,00,01,07,4
00,08,30,01,07,204
00,09,28,01,07,4
00,14,07,01,07,52
00,14,49,01,07,4
00,14,50,01,07,8
00,15,06,01,07,4
02,35,55,01,07,9
02,37,41,01,07,4
02,38,05,01,07,60
02,38,06,01,07,4
02,38,45,01,07,52
02,38,47,01,07,4
02,47,40,01,07,54
04,18,23,01,07,4
04,18,45,01,07,60
04,18,48,01,07,4
04,19,27,01,07,52
04,19,58,01,07,4
04,21,26,01,07,8
04,21,30,01,07,4
04,21,56,01,07,8
04,22,01,01,07,4
04,23,19,01,07,8
04,23,33,01,07,4
04,49,26,01,07,52
04,51,04,01,07,4
05,16,47,01,07,8
05,17,07,01,07,4
05,53,09,01,07,54
07,03,15,01,07,4
07,03,16,01,07,233
07,03,18,01,07,4
07,03,39,01,07,54
07,12,57,01,07,4
07,13,03,01,07,8
07,13,32,01,07,4
07,13,39,01,07,60
07,14,28,01,07,4
07,15,07,01,07,52
07,15,10,01,07,4
07,21,06,01,07,52
07,22,44,01,07,4
07,22,51,01,07,8
07,25,20,01,07,4
07,30,27,01,07,246
07,32,52,01,07,4
07,33,51,01,07,54
07,34,16,01,07,4
07,55,04,01,07,54
08,13,09,01,07,4
08,13,30,01,07,60
08,13,35,01,07,4
08,14,14,01,07,52
08,14,21,01,07,4
08,15,35,01,07,8
08,15,43,01,07,4
08,43,31,01,07,56
08,44,36,01,07,4
08,44,36,01,07,56
08,46,08,01,07,4
09,13,53,01,07,8
09,13,56,01,07,4
09,24,40,01,07,60
09,24,48,01,07,4
09,25,27,01,07,52
09,25,36,01,07,4
09,26,54,01,07,7
09,27,18,01,07,4
09,32,36,01,07,52
09,32,49,01,07,4
09,33,53,01,07,8
09,34,20,01,07,4
10,22,07,01,07,60
10,22,11,01,07,4
10,22,50,01,07,52
10,26,21,01,07,4
10,32,16,01,07,233
11,15,46,01,07,4
11,15,52,01,07,8
15,23,19,01,07,4
15,23,24,01,07,233
15,23,32,01,07,4
15,23,57,01,07,60
15,24,27,01,07,4
15,25,02,01,07,8
15,25,07,01,07,4
15,25,10,01,07,52
15,25,19,01,07,4
15,59,01,01,07,233
16,02,10,01,07,4
16,07,06,01,07,52
16,07,30,01,07,4
16,17,00,01,07,8
16,17,27,01,07,4
16,19,12,01,07,7
16,41,37,01,07,4
16,52,48,01,07,8
16,52,53,01,07,4
17,00,02,01,07,8
17,00,06,01,07,4
17,00,14,01,07,233
17,00,25,01,07,4
17,00,35,01,07,233
17,01,12,01,07,4
17,01,20,01,07,8
17,01,28,01,07,4
17,22,29,01,07,8
17,22,41,01,07,4
17,35,58,01,07,233
17,36,14,01,07,4
17,41,09,01,07,52
17,41,35,01,07,4
17,49,06,01,07,8
17,49,25,01,07,4
19,46,36,01,07,60
19,51,26,01,07,4
19,52,04,01,07,52
19,54,06,01,07,4
20,15,57,01,07,233
20,17,52,01,07,4
20,18,34,01,07,8
20,18,41,01,07,4
20,19,18,01,07,8
20,19,22,01,07,4
20,41,17,01,07,8
20,41,27,01,07,4
20,42,06,01,07,8
20,42,15,01,07,4
20,52,08,01,07,246
20,54,43,01,07,4
20,55,07,01,07,8
20,55,12,01,07,4
20,55,37,01,07,8
20,55,42,01,07,4
20,56,06,01,07,233
20,56,07,01,07,4
20,56,15,01,07,8
20,56,19,01,07,4
21,01,07,01,07,52
21,02,16,01,07,4
21,32,00,01,07,233
21,35,30,01,07,4
21,35,33,01,07,8
23,59,50,01,07,4
23,59,58,01,07,233
146
00,00,00,02,07,233
00,00,11,02,07,4
00,00,37,02,07,60
00,00,56,02,07,4
00,01,35,02,07,52
00,01,43,02,07,4
00,18,25,02,07,233
00,24,21,02,07,4
00,46,16,02,07,52
00,46,42,02,07,4
00,49,27,02,07,8
00,49,56,02,07,4
00,59,55,02,07,233
01,02,14,02,07,4
01,11,54,02,07,8
01,12,02,02,07,4
01,58,39,02,07,52
02,01,19,02,07,4
02,01,40,02,07,8
02,01,46,02,07,4
02,12,02,02,07,54
02,12,11,02,07,4
02,13,54,02,07,54
04,18,06,02,07,4
04,18,07,02,07,50
04,18,08,02,07,4
04,18,17,02,07,60
04,18,52,02,07,4
04,19,31,02,07,52
04,19,48,02,07,4
04,52,28,02,07,54
04,52,36,02,07,4
04,54,20,02,07,54
12,04,23,02,07,4
12,04,34,02,07,60
12,05,20,02,07,4
12,06,00,02,07,52
12,06,01,02,07,4
12,11,57,02,07,56
12,14,27,02,07,4
12,18,01,02,07,9
12,22,22,02,07,4
12,34,04,02,07,52
12,37,57,02,07,4
12,48,32,02,07,54
12,52,18,02,07,4
13,01,45,02,07,8
13,01,50,02,07,4
13,03,43,02,07,8
13,03,48,02,07,4
14,34,20,02,07,60
